Available_date,Floor,Kitchen_type,Bedrooms,Dressing_room,Bathrooms,Toilets,Office,Professional_space,Small_pet-friendly,Armored_door,Primary_energy_consumption,Energy_class,Reference_number_of_the_EPC_report,CO_emission,Heating_type,Heat_pump,Photovoltaic_solar_panels,Thermic_solar_panels,Common_water_heater,Double_glazing,Type_of_building,Monthly_rental_price,Monthly_costs,Tenement_building,price,space,address,listing_type,Number_of_floors,Number_of_frontages,Outdoor_parking_spaces,Living_area,Living_room_surface,Bedroom_1_surface,Bedroom_2_surface,Furnished,Terrace_surface,Intercom,Visio_phone,Address,Website,External_reference,agency,Construction_year,Building_condition,Terrace_orientation,Caretaker,Elevator,Accessible_for_disabled_people,Secure_access_alarm,Air_conditioning,TV_cable,Swimming_pool,Internet,Available_as_of,Street_frontage_width,Terrace,Shower_rooms,Surroundings_type
March 1 2023 - 12:00 AM,2,USA hyper equipped,2,NA,1,1,NA,NA,NA,NA,"257 kWh/m²
kilowatt hour per square meters",E,Not specified,51 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,200
1200 €",NA,No,"€1,200/month
1200€ per month","2 bedrooms | 86 m²
square meters",Ask for the exact address,Apartment for rent,3,3,NA,"86 m²
square meters","26 m²
square meters","12 m²
square meters","10 m²
square meters",No,NA,NA,NA,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5229941,Vaneau Lecobel Location,1930,Good,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,10 m,NA,1,NA
March 1 2023 - 12:00 AM,3,Hyper equipped,3,NA,1,1,NA,NA,NA,NA,"6315 kWh/m²
kilowatt hour per square meters",G,Not specified,63 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,700
1700 €","€ 250
250€",No,"€1,700 (+ €250)
1700€ + 250€ per month","3 bedrooms | 144 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"144 m²
square meters","22 m²
square meters","18 m²
square meters","10 m²
square meters",No,"11 m²
square meters",Yes,NA,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5229939,Vaneau Lecobel Location,1950,As new,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,8.3 m,NA,1,NA
February 1 2023 - 12:00 AM,3,USA hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"165 kWh/m²
kilowatt hour per square meters",D,Not specified,33 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,350
1350 €","€ 250
250€",No,"€1,350 (+ €250)
1350€ + 250€ per month","2 bedrooms | 103 m²
square meters",Ask for the exact address,Apartment for rent,8,2,NA,"103 m²
square meters","36 m²
square meters","14 m²
square meters","16 m²
square meters",No,"5 m²
square meters",Yes,NA,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5229920,Vaneau Lecobel Location,1958,As new,NA,NA,Yes,No,NA,NA,Yes,No,NA,Immediately,7.08 m,NA,NA,NA
February 1 2023 - 12:00 AM,3,USA hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"165 kWh/m²
kilowatt hour per square meters",D,Not specified,33 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,350
1350 €","€ 250
250€",No,"€1,350 (+ €250)
1350€ + 250€ per month","2 bedrooms | 103 m²
square meters",Ask for the exact address,Apartment for rent,8,2,NA,"103 m²
square meters","36 m²
square meters","14 m²
square meters","16 m²
square meters",No,"5 m²
square meters",Yes,NA,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5229911,Vaneau Lecobel Location,1958,As new,NA,NA,Yes,No,NA,NA,Yes,No,NA,Immediately,7.08 m,NA,NA,NA
January 1 2023 - 12:00 AM,1,Hyper equipped,3,NA,2,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,250
2250 €","€ 600
600€",No,"€2,250 (+ €600)
2250€ + 600€ per month","3 bedrooms | 180 m²
square meters",1180 — Uccle,Apartment for rent,8,2,1,"180 m²
square meters","90 m²
square meters","12 m²
square meters","11 m²
square meters",Yes,"10 m²
square meters",Yes,NA,"Chaussee de Wavre 44a
5030 - Gembloux",NA,5229962,Argayon Immo,1960,As new,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,To be defined,15 m,NA,1,Urban
NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,"233 kWh/m²
kilowatt hour per square meters",E,20230120-0000631723-01-8,46 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 1,120
1120 €","€ 180
180€",No,"€1,120 (+ €180)
1120€ + 180€ per month","2 bedrooms | 75 m²
square meters",1050 — Ixelles,Apartment for rent,NA,2,NA,"75 m²
square meters",NA,NA,NA,NA,"4 m²
square meters",NA,NA,"Rue Basse 21-23 Bte15 b1
1180 - Uccle",http://www.nexity-belgium.be,5225033,Nexity (Lamy) Belgium,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
January 26 2023 - 12:00 AM,1,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"151 kWh/m²
kilowatt hour per square meters",C,20230123,30 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,100
1100 €","€ 205
205€",No,"€1,100 (+ €205)
1100€ + 205€ per month","2 bedrooms | 92 m²
square meters",1150 — Sint-Pieters-Woluwe,Apartment for rent,4,3,NA,"92 m²
square meters","35 m²
square meters","12 m²
square meters","13 m²
square meters",No,NA,Yes,Yes,"Wezembeeklaan, 120
1950 - Kraainem",http://www.keystones.be,5229186,Keystones,1980,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Immediately,NA,Yes,NA,Urban
May 1 2023 - 12:00 AM,1,USA hyper equipped,3,NA,2,2,NA,NA,NA,NA,"50 kWh/m²
kilowatt hour per square meters",B,20220106-­0000602768­-01-­9,12 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,875
1875 €","€ 200
200€",No,"€1,875 (+ €200)
1875€ + 200€ per month","3 bedrooms | 120 m²
square meters",Ask for the exact address,Apartment for rent,3,NA,1,"120 m²
square meters",NA,"21 m²
square meters","16 m²
square meters",No,"9 m²
square meters",Yes,NA,"Boulevard du Souverain, 254
1160 - Auderghem",http://www.eurohouse.be,5229251,EuroHouse sa,2011,As new,NA,NA,Yes,NA,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
NA,3,USA installed,3,NA,2,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,300
1300 €","€ 230
230€",No,"€1,300 (+ €230)
1300€ + 230€ per month","3 bedrooms | 116 m²
square meters",1140 — Evere,Apartment for rent,3,NA,NA,"116 m²
square meters","38 m²
square meters","14 m²
square meters","10 m²
square meters",No,"10 m²
square meters",Yes,Yes,"Avenue de Tervueren 446
1150 - Bruxelles",http://www.jj-properties.be,5226219,J&J Properties,2022,As new,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,Mall
January 25 2023 - 12:00 AM,1,Hyper equipped,3,NA,2,3,NA,NA,NA,NA,"166 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,600
1600 €","€ 300
300€",No,"€1,600 (+ €300)
1600€ + 300€ per month","3 bedrooms | 165 m²
square meters",1040 — Etterbeek,Apartment for rent,4,2,1,"165 m²
square meters",NA,"20 m²
square meters","16 m²
square meters",Yes,NA,NA,NA,"Rue Abbé Cuypers (étage 1), 3
1040 - Bruxelles",http://www.colorproperties.be,5229405,Color Properties,1930,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,NA,2,Living area (residential, urban or rural)
March 1 2023 - 12:00 AM,NA,USA hyper equipped,1,NA,1,1,NA,NA,NA,NA,"135 kWh/m²
kilowatt hour per square meters",C,Not specified,29 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,260
1260 €","€ 250
250€",No,"€1,260 (+ €250)
1260€ + 250€ per month","1 bedroom | 60 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"60 m²
square meters","35 m²
square meters","15 m²
square meters",NA,Yes,NA,Yes,NA,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5229402,Victoire (Location),1873,As new,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,NA,NA,NA,NA
March 1 2023 - 12:00 AM,2,USA hyper equipped,NA,NA,NA,1,NA,NA,NA,Yes,Not specified,Not specified,Not specified,6 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,000
1000 €","€ 80
80€",No,"€1,000 (+ €80)
1000€ + 80€ per month","40 m²
square meters",Ask for the exact address,Studio for rent,3,2,NA,"40 m²
square meters",NA,NA,NA,Yes,NA,Yes,Yes,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5229181,Victoire (Location),2021,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
March 1 2023 - 12:00 AM,1,USA hyper equipped,NA,NA,NA,1,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 950
950 €","€ 100
100€",No,"€950 (+ €100)
950€ + 100€ per month","40 m²
square meters",Ask for the exact address,Studio for rent,3,2,NA,"40 m²
square meters",NA,NA,NA,Yes,NA,Yes,Yes,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5229114,Victoire (Location),2021,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
March 1 2023 - 12:00 AM,2,NA,1,NA,1,1,NA,NA,NA,NA,"173 kWh/m²
kilowatt hour per square meters",D,20220125-0000604112-01-8,34 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 900
900 €","€ 85
85€",No,"€900 (+ €85)
900€ + 85€ per month","1 bedroom | 57 m²
square meters",1000 — Bruxelles,Apartment for rent,3,NA,NA,"57 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Avenue Jules du Jardin 43
1150 - Woluwe-St-Pierre",http://www.alphabitat.be,5228309,ALPHABITAT sprl,NA,Just renovated,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,1,Living area (residential, urban or rural)
January 25 2023 - 12:00 AM,5,USA hyper equipped,2,NA,2,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,450
1450 €","€ 150
150€",No,"€1,450 (+ €150)
1450€ + 150€ per month","2 bedrooms | 90 m²
square meters",1040 — Etterbeek,Apartment for rent,6,2,NA,"90 m²
square meters","30 m²
square meters","17 m²
square meters","14 m²
square meters",No,NA,Yes,Yes,"Avenue de la chasse 159
1040 - Etterbeek",http://www.myimmo.be,5229790,MYIMMO Etterbeek,1970,Just renovated,NA,NA,Yes,No,NA,NA,Yes,No,NA,Immediately,NA,NA,2,Urban
April 1 2023 - 12:00 AM,2,Installed,1,NA,1,1,NA,NA,NA,NA,"690 kWh/m²
kilowatt hour per square meters",G,20131007-0000190393-01-8,148 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 890
890 €","€ 60
60€",No,"€890 (+ €60)
890€ + 60€ per month","1 bedroom | 65 m²
square meters",1170 — Watermael-Boitsfort,Apartment for rent,1,2,1,"65 m²
square meters","27 m²
square meters","20 m²
square meters",NA,No,NA,Yes,NA,"Avenue de la chasse 159
1040 - Etterbeek",http://www.myimmo.be,5223082,MYIMMO Etterbeek,1970,Good,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,NA,NA,1,Countryside
February 1 2023 - 12:00 AM,1,USA hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"41 kWh/m²
kilowatt hour per square meters",A,Not specified,11 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,450
1450 €","€ 150
150€",No,"€1,450 (+ €150)
1450€ + 150€ per month","2 bedrooms | 91 m²
square meters",1030 — Schaerbeek,Apartment for rent,8,2,1,"91 m²
square meters","33 m²
square meters","14 m²
square meters","12 m²
square meters",No,"36 m²
square meters",NA,Yes,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",http://www.latouretpetit.be,5229914,Latour et Petit Location,2022,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,NA,NA,Living area (residential, urban or rural)
January 1 2023 - 12:00 AM,NA,Hyper equipped,1,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,G,67 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 920
920 €","€ 130
130€",No,"€920 (+ €130)
920€ + 130€ per month","1 bedroom | 63 m²
square meters",Ask for the exact address,Ground floor for rent,4,2,NA,"63 m²
square meters",NA,"12 m²
square meters",NA,No,NA,Yes,NA,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",http://www.latouretpetit.be,5205837,Latour et Petit Location,1980,Good,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,Yes,NA,NA
February 15 2023 - 12:00 AM,2,NA,1,NA,1,1,NA,NA,NA,NA,"169 kWh/m²
kilowatt hour per square meters",D,Not specified,35 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 890
890 €","€ 50
50€",No,"€890 (+ €50)
890€ + 50€ per month",1 bedroom,1050 — Ixelles,Apartment for rent,3,2,NA,NA,NA,NA,NA,No,NA,NA,NA,"Avenue de la Corniche 74
1310 - La Hulpe",http://www.barbararegnier.be,5229919,Barbara Regnier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
NA,3,USA hyper equipped,2,NA,2,2,NA,NA,NA,Yes,"128 kWh/m²
kilowatt hour per square meters",C,Not specified,26 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 4,000
4000 €","€ 500
500€",No,"€4,000 (+ €500)
4000€ + 500€ per month","2 bedrooms | 152 m²
square meters",1050 — Ixelles,Apartment for rent,4,2,1,"152 m²
square meters","40 m²
square meters","16 m²
square meters","15 m²
square meters",Yes,NA,NA,Yes,"Avenue Louise 589
1050 - Ixelles",NA,5229822,ENGEL & VÖLKERS Pavillon d'Ixelles,1982,As new,NA,Yes,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,NA,1,Isolated
February 20 2023 - 12:00 AM,7,Hyper equipped,3,NA,3,4,NA,NA,NA,Yes,"184 kWh/m²
kilowatt hour per square meters",D,Not specified,55 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 3,900
3900 €","€ 500
500€",No,"€3,900 (+ €500)
3900€ + 500€ per month","3 bedrooms | 215 m²
square meters",1050 — Ixelles,Apartment for rent,11,2,1,"215 m²
square meters","42 m²
square meters","23 m²
square meters","20 m²
square meters",No,"17 m²
square meters",NA,Yes,"Avenue Louise 589
1050 - Ixelles",NA,5229737,ENGEL & VÖLKERS Pavillon d'Ixelles,NA,As new,NA,NA,Yes,Yes,Yes,NA,NA,No,NA,Depending on the tenant,NA,NA,2,Urban
April 15 2023 - 12:00 AM,4,USA hyper equipped,1,NA,1,1,NA,NA,NA,NA,"41 kWh/m²
kilowatt hour per square meters",A,1134808,9 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,125
1125 €","€ 140
140€",No,"€1,125 (+ €140)
1125€ + 140€ per month","1 bedroom | 65 m²
square meters",1160 — Auderghem,Apartment for rent,4,2,NA,"65 m²
square meters","23 m²
square meters","16 m²
square meters",NA,No,"12 m²
square meters",NA,NA,"Parvis Sainte-Alix 37
1150 - Woluwe-Saint-Pierre",http://www.maxime-realestate.be,5229569,Maxime Real Estate,2016,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,Living area (residential, urban or rural)
May 1 2023 - 12:00 AM,NA,USA hyper equipped,1,NA,1,1,NA,NA,NA,NA,"67 kWh/m²
kilowatt hour per square meters",B,Not specified,10 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,125
1125 €","€ 140
140€",No,"€1,125 (+ €140)
1125€ + 140€ per month","1 bedroom | 76 m²
square meters",Ask for the exact address,Ground floor for rent,4,NA,1,"76 m²
square meters","30 m²
square meters","16 m²
square meters",NA,No,"14 m²
square meters",NA,NA,"Parvis Sainte-Alix 37
1150 - Woluwe-Saint-Pierre",http://www.maxime-realestate.be,5229568,Maxime Real Estate,2016,As new,NA,NA,Yes,Yes,NA,NA,NA,Yes,NA,Depending on the tenant,NA,NA,1,NA
NA,1,Hyper equipped,2,No,1,1,Yes,Yes,No,No,"162 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 1,100
1100 €",NA,No,"€1,100/month
1100€ per month","2 bedrooms | 75 m²
square meters",1170 — Watermael-Boitsfort,Apartment for rent,2,NA,NA,"75 m²
square meters",NA,"16 m²
square meters","9 m²
square meters",NA,"2 m²
square meters",Yes,No,NA,NA,NA,NA,NA,Just renovated,NA,No,No,No,No,No,Yes,No,Yes,Immediately,NA,NA,NA,NA
April 1 2023 - 12:00 AM,3,USA hyper equipped,3,No,1,2,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 1,800
1800 €",NA,No,"€1,800/month
1800€ per month","3 bedrooms | 110 m²
square meters",1050 — Ixelles,Apartment for rent,2,2,NA,"110 m²
square meters",NA,NA,NA,NA,"10 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,South West,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA
NA,4,Hyper equipped,2,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,250
1250 €",NA,No,"€1,250/month
1250€ per month",2 bedrooms,1000 — Bruxelles,Apartment for rent,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,Just renovated,NA,No,No,No,No,No,No,No,No,NA,NA,NA,1,NA
February 11 2023 - 12:00 AM,NA,NA,3,No,1,2,No,No,No,No,"210 kWh/m²
kilowatt hour per square meters",D,Not specified,43 kg CO₂/m²,Gas,No,Yes,Yes,Yes,Yes,All kind,"€ 2,250
2250 €",NA,No,"€2,250/month
2250€ per month","3 bedrooms | 175 m²
square meters",1160 — Auderghem,House for rent,NA,2,NA,"175 m²
square meters",NA,"24 m²
square meters","16 m²
square meters",NA,"8 m²
square meters",NA,NA,NA,NA,NA,NA,NA,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,NA,2,No,1,1,No,NA,No,Yes,"122 kWh/m²
kilowatt hour per square meters",C,Not specified,23 kg CO₂/m²,Gas,No,No,No,No,Yes,NA,"€ 1,100
1100 €",NA,No,"€1,100/month
1100€ per month","2 bedrooms | 85 m²
square meters",1190 — Forest,Apartment for rent,6,2,NA,"85 m²
square meters",NA,"15 m²
square meters","12 m²
square meters",No,NA,No,Yes,"Chaussée de Waterloo 256
1060 - Saint-Gilles",http://www.pearlimmo.eu,8083657,Pearl Immo,NA,As new,NA,No,Yes,No,No,NA,Yes,No,NA,After signing the deed,NA,Yes,NA,NA
NA,2,Installed,1,No,NA,1,No,NA,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,NA,"€ 850
850 €",NA,No,"€850/month
850€ per month","1 bedroom | 60 m²
square meters",1060 — Saint-Gilles,Apartment for rent,3,2,NA,"60 m²
square meters",NA,NA,NA,No,NA,Yes,No,"Chaussée de Waterloo 256
1060 - Saint-Gilles",http://www.pearlimmo.eu,8073763,Pearl Immo,1854,Good,NA,No,No,No,No,NA,Yes,No,NA,After signing the deed,NA,NA,1,NA
March 1 2023 - 12:00 AM,NA,Installed,1,NA,1,1,NA,NA,NA,Yes,"49 kWh/m²
kilowatt hour per square meters",B,Not specified,10 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 780
780 €","€ 40
40€",No,"€780 (+ €40)
780€ + 40€ per month","1 bedroom | 50 m²
square meters",Ask for the exact address,Studio for rent,6,NA,NA,"50 m²
square meters","35 m²
square meters",NA,NA,No,"8 m²
square meters",Yes,Yes,"Rue de l'Escadron 23
1040 - Bruxelles",NA,NA,G Properties,NA,As new,South,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
February 1 2023 - 12:00 AM,1,USA hyper equipped,3,NA,2,2,Yes,NA,NA,Yes,"86 kWh/m²
kilowatt hour per square meters",B,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,800
2800 €","€ 280
280€",No,"€2,800 (+ €280)
2800€ + 280€ per month","3 bedrooms | 182 m²
square meters",1000 — Bruxelles,Ground floor for rent,3,2,NA,"182 m²
square meters","45 m²
square meters","20 m²
square meters","14 m²
square meters",No,"30 m²
square meters",Yes,Yes,"Rue de la Grande Haie 24
1040 - Etterbeek",NA,5229895,Brussels Key,2015,As new,NA,NA,Yes,No,NA,NA,Yes,No,NA,Depending on the tenant,NA,NA,2,Isolated
NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,20181015-0000537136-01-9,51 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 800
800 €",NA,No,"€800/month
800€ per month","1 bedroom | 42 m²
square meters",1000 — Bruxelles,Duplex for rent,2,2,NA,"42 m²
square meters",NA,NA,NA,No,NA,NA,NA,"av. Charles-quint 124
1083 - Ganshoren",NA,267890 - 5076633,Macnash North,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2,NA,1,NA,1,1,NA,NA,NA,NA,"435 kWh/m²
kilowatt hour per square meters",G,20181015-0000537133-01-6,87 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 900
900 €",NA,No,"€900/month
900€ per month","1 bedroom | 53 m²
square meters",1000 — Bruxelles,Duplex for rent,2,2,NA,"53 m²
square meters",NA,NA,NA,No,NA,NA,NA,"av. Charles-quint 124
1083 - Ganshoren",NA,267888 - 5076632,Macnash North,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
April 15 2023 - 12:00 AM,4,USA hyper equipped,1,NA,1,1,Yes,NA,NA,NA,Not specified,Not specified,Not specified,41 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,125
1125 €","€ 140
140€",No,"€1,125 (+ €140)
1125€ + 140€ per month","1 bedroom | 65 m²
square meters",1160 — Auderghem,Apartment for rent,4,2,NA,"65 m²
square meters",NA,"14 m²
square meters",NA,No,"14 m²
square meters",Yes,Yes,"Rue de la Grande Haie 24
1040 - Etterbeek",NA,5226949,Brussels Key,2016,As new,NA,NA,Yes,Yes,NA,NA,Yes,No,NA,Depending on the tenant,NA,NA,1,Isolated
NA,2,Installed,1,NA,1,1,No,No,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,All kind,"€ 735
735 €",NA,No,"€735/month
735€ per month","1 bedroom | 45 m²
square meters",1200 — Sint-Lambrechts-Woluwe,Apartment for rent,3,2,NA,"45 m²
square meters","17 m²
square meters","12 m²
square meters",NA,NA,"2 m²
square meters",Yes,NA,NA,NA,NA,NA,NA,Just renovated,NA,NA,NA,NA,NA,NA,No,NA,NA,Immediately,NA,NA,NA,Urban
NA,NA,NA,1,NA,NA,2,NA,NA,No,NA,"271 kWh/m²
kilowatt hour per square meters",E,Not specified,54 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €",NA,No,"€1,250/month
1250€ per month","1 bedroom | 90 m²
square meters",Ask for the exact address,Apartment for rent,1,2,NA,"90 m²
square meters","52 m²
square meters",NA,NA,No,"30 m²
square meters",NA,Yes,"Rue Alexandre Markelbach 78
1030 - Schaarbeek",http://www.homeside.be,2212 - 1149,Homeside Properties,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
NA,NA,NA,1,NA,NA,2,NA,NA,No,NA,"271 kWh/m²
kilowatt hour per square meters",E,Not specified,54 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €",NA,No,"€1,250/month
1250€ per month","1 bedroom | 90 m²
square meters",Ask for the exact address,Ground floor for rent,1,2,NA,"90 m²
square meters","52 m²
square meters",NA,NA,No,"30 m²
square meters",NA,Yes,"Rue Alexandre Markelbach 78
1030 - Schaarbeek",http://www.homeside.be,2211 - 1149,Homeside Properties,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
NA,1,Installed,NA,NA,1,1,NA,NA,No,NA,"257 kWh/m²
kilowatt hour per square meters",E,Not specified,51 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 720
720 €",NA,No,"€720/month
720€ per month","45 m²
square meters",Ask for the exact address,Studio for rent,4,NA,NA,"45 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Avenue du Hockey, 40
1150 - Woluwe-St-Pierre",http://www.grandplace.be,4878 - 3755,Immobilière Grand Place,NA,As new,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
December 1 2022 - 12:00 AM,2,Installed,1,No,NA,1,NA,NA,NA,NA,"233 kWh/m²
kilowatt hour per square meters",E,20221114-­0000625402­-01-­1,Not specified,Gas,No,NA,NA,NA,Yes,NA,"€ 790
790 €",NA,No,"€790/month
790€ per month","1 bedroom | 75 m²
square meters",1210 — Saint-Josse-ten-Noode,Apartment for rent,NA,NA,NA,"75 m²
square meters","22 m²
square meters","12 m²
square meters",NA,No,NA,NA,NA,"Rue des Combattants, 136
1310 - La Hulpe",http://www.dumontgestion.be,NA,Immo Dumont,NA,As new,NA,No,Yes,NA,No,NA,NA,No,NA,NA,NA,NA,NA,NA
NA,NA,Hyper equipped,2,No,NA,1,No,No,No,Yes,"327 kWh/m²
kilowatt hour per square meters",F,202009280000575604010,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,150
1150 €","€ 200
200€",No,"€1,150 (+ €200)
1150€ + 200€ per month","2 bedrooms | 85 m²
square meters",1030 — Schaerbeek,Ground floor for rent,NA,2,NA,"85 m²
square meters",NA,"14 m²
square meters","12 m²
square meters",Yes,"12 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,West,Yes,Yes,No,No,No,Yes,No,Yes,Immediately,NA,NA,1,Living area (residential, urban or rural)
NA,4,Hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"263 kWh/m²
kilowatt hour per square meters",E,E,53 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,200
1200 €","€ 375
375€",No,"€1,200 (+ €375)
1200€ + 375€ per month","2 bedrooms | 65 m²
square meters",Ask for the exact address,Apartment for rent,5,2,NA,"65 m²
square meters","25 m²
square meters","15 m²
square meters","12 m²
square meters",Yes,NA,Yes,Yes,"Rue de la Grande Haie 24
1040 - Etterbeek",NA,5225164,Brussels Key,NA,Good,NA,NA,Yes,No,NA,NA,Yes,No,NA,Immediately,NA,NA,NA,NA
